unique_part_identifier,part_type,production_batch_id,cycle_start_timestamp,pressure_cycle_end_timestamp,max_pressure,peak_pressure_timestamp,time_to_peak_min,avg_pressure,pressure_variance,pressure_duration_min,casting_temperature_C,temperature_timestamp,silicon_content_percent,silicon_timestamp,pressure_outlier,temperature_outlier,silicon_drift_alert,missing_alignment_alert,temperature_stability_index,unified_part_quality_index,production_hour,production_day
PART_006,Engine_Block,BATCH_001,2024-01-15 03:00:00,2024-01-15 03:29:50,5.06039046542305,2024-01-15 03:21:00,21.0,3.530752152530608,0.8606905285473172,29.833333333333332,704.7855790793451,2024-01-15 03:04:37.784199,0.8338982812321089,2024-01-15 02:54:16.286117,False,False,True,False,88.34,68.3,3,2024-01-15
PART_014,Engine_Block,BATCH_001,2024-01-15 07:00:00,2024-01-15 07:29:50,5.070946865843467,2024-01-15 07:21:10,21.166666666666668,3.541537324330582,0.8304239773928013,29.833333333333332,733.1160202972392,2024-01-15 07:02:14.999206,1.125367197264842,2024-01-15 06:52:35.414559,False,False,True,False,88.34,68.3,7,2024-01-15
PART_022,Engine_Block,BATCH_001,2024-01-15 11:00:00,2024-01-15 11:29:50,4.974015219908764,2024-01-15 11:21:50,21.833333333333332,3.531878794141021,0.8647989308134943,29.833333333333332,702.7319679729325,2024-01-15 11:02:34.682350,,,True,False,False,True,88.34,48.3,11,2024-01-15
PART_027,Engine_Block,BATCH_001,2024-01-15 13:30:00,2024-01-15 13:59:50,4.974963129430709,2024-01-15 13:51:50,21.833333333333332,3.5360623691388393,0.8657529991017202,29.833333333333332,710.9889671301564,2024-01-15 13:30:56.488051,0.8846271380109402,2024-01-15 11:12:10.641536,True,False,False,False,88.34,68.3,13,2024-01-15
PART_031,Gear_Casing,BATCH_002,2024-01-15 15:30:00,2024-01-15 15:59:50,5.009673249213671,2024-01-15 15:51:40,21.666666666666668,3.5276496167854727,0.8635981702263177,29.833333333333332,723.5719287899494,2024-01-15 15:34:59.134584,,,False,False,False,True,83.08,63.0,15,2024-01-15
PART_047,Gear_Casing,BATCH_002,2024-01-15 23:30:00,2024-01-15 23:59:50,5.051384669186034,2024-01-15 23:51:20,21.333333333333332,3.548658817234142,0.8475618990763076,29.833333333333332,713.8460767424513,2024-01-15 23:35:31.511868,,,False,False,False,True,83.08,63.0,23,2024-01-15
PART_048,Brake_Caliper,BATCH_003,2024-01-16 00:00:00,2024-01-16 00:29:50,4.995251961318482,2024-01-16 00:21:30,21.5,3.5400759960866197,0.8419148662794278,29.833333333333332,692.9727293457271,2024-01-16 00:08:43.910455,,,False,False,False,True,85.35,65.3,0,2024-01-16
PART_057,Brake_Caliper,BATCH_003,2024-01-16 04:30:00,2024-01-16 04:59:50,5.063627031629275,2024-01-16 04:51:00,21.0,3.5285397160407714,0.8654128542153677,29.833333333333332,725.9809227277746,2024-01-16 04:38:38.031939,,,False,False,False,True,85.35,65.3,4,2024-01-16
PART_058,Brake_Caliper,BATCH_003,2024-01-16 05:00:00,2024-01-16 05:29:50,5.04132044896674,2024-01-16 05:22:00,22.0,3.5423849571146016,0.872601931328757,29.833333333333332,731.6471078523991,2024-01-16 05:02:33.857217,,,False,False,False,True,85.35,65.3,5,2024-01-16
PART_059,Brake_Caliper,BATCH_003,2024-01-16 05:30:00,2024-01-16 05:59:50,5.03103292121438,2024-01-16 05:51:20,21.333333333333332,3.5335294101473607,0.8719264986846489,29.833333333333332,722.4023062577045,2024-01-16 05:39:12.413065,,,False,False,False,True,85.35,65.3,5,2024-01-16
